Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,SeasonStart,ScoreDetail,Match
2026-01-03,Växjö Lakers HC,Frölunda HC,,,2025-26,2025,,Växjö Lakers HC - Frölunda HC
2026-01-03,Brynäs IF,Luleå HF,,,2025-26,2025,,Brynäs IF - Luleå HF
2026-01-03,IF Malmö Redhawks,Linköping HC,,,2025-26,2025,,IF Malmö Redhawks - Linköping HC
2026-01-03,Timrå IK,Djurgårdens IF,,,2025-26,2025,,Timrå IK - Djurgårdens IF
2026-01-06,Linköping HC,Frölunda HC,,,2025-26,2025,,Linköping HC - Frölunda HC
2026-01-06,IF Malmö Redhawks,Färjestad BK,,,2025-26,2025,,IF Malmö Redhawks - Färjestad BK
2026-01-06,Timrå IK,Örebro HK,,,2025-26,2025,,Timrå IK - Örebro HK
2026-01-06,Brynäs IF,Växjö Lakers HC,,,2025-26,2025,,Brynäs IF - Växjö Lakers HC
2026-01-06,Leksands IF,Skellefteå AIK,,,2025-26,2025,,Leksands IF - Skellefteå AIK
2026-01-06,Luleå HF,HV 71,,,2025-26,2025,,Luleå HF - HV 71
2026-01-06,Djurgårdens IF,Rögle BK,,,2025-26,2025,,Djurgårdens IF - Rögle BK
2026-01-08,Frölunda HC,Luleå HF,,,2025-26,2025,,Frölunda HC - Luleå HF
2026-01-08,Leksands IF,Linköping HC,,,2025-26,2025,,Leksands IF - Linköping HC
2026-01-08,IF Malmö Redhawks,Brynäs IF,,,2025-26,2025,,IF Malmö Redhawks - Brynäs IF
2026-01-08,Djurgårdens IF,Örebro HK,,,2025-26,2025,,Djurgårdens IF - Örebro HK
2026-01-08,Skellefteå AIK,HV 71,,,2025-26,2025,,Skellefteå AIK - HV 71
2026-01-08,Timrå IK,Rögle BK,,,2025-26,2025,,Timrå IK - Rögle BK
2026-01-08,Växjö Lakers HC,Färjestad BK,,,2025-26,2025,,Växjö Lakers HC - Färjestad BK
2026-01-10,Brynäs IF,Linköping HC,,,2025-26,2025,,Brynäs IF - Linköping HC
2026-01-10,Färjestad BK,Djurgårdens IF,,,2025-26,2025,,Färjestad BK - Djurgårdens IF
2026-01-10,Frölunda HC,Leksands IF,,,2025-26,2025,,Frölunda HC - Leksands IF
2026-01-10,Skellefteå AIK,Växjö Lakers HC,,,2025-26,2025,,Skellefteå AIK - Växjö Lakers HC
2026-01-10,HV 71,Timrå IK,,,2025-26,2025,,HV 71 - Timrå IK
2026-01-10,Örebro HK,IF Malmö Redhawks,,,2025-26,2025,,Örebro HK - IF Malmö Redhawks
2026-01-10,Rögle BK,Luleå HF,,,2025-26,2025,,Rögle BK - Luleå HF
2026-01-15,HV 71,Färjestad BK,,,2025-26,2025,,HV 71 - Färjestad BK
2026-01-15,Leksands IF,Brynäs IF,,,2025-26,2025,,Leksands IF - Brynäs IF
2026-01-15,Linköping HC,Rögle BK,,,2025-26,2025,,Linköping HC - Rögle BK
2026-01-15,Luleå HF,Örebro HK,,,2025-26,2025,,Luleå HF - Örebro HK
2026-01-15,Djurgårdens IF,Växjö Lakers HC,,,2025-26,2025,,Djurgårdens IF - Växjö Lakers HC
2026-01-15,Skellefteå AIK,IF Malmö Redhawks,,,2025-26,2025,,Skellefteå AIK - IF Malmö Redhawks
2026-01-15,Timrå IK,Frölunda HC,,,2025-26,2025,,Timrå IK - Frölunda HC
2026-01-17,Luleå HF,Leksands IF,,,2025-26,2025,,Luleå HF - Leksands IF
2026-01-17,Djurgårdens IF,Frölunda HC,,,2025-26,2025,,Djurgårdens IF - Frölunda HC
2026-01-17,Skellefteå AIK,Örebro HK,,,2025-26,2025,,Skellefteå AIK - Örebro HK
2026-01-17,Färjestad BK,Brynäs IF,,,2025-26,2025,,Färjestad BK - Brynäs IF
2026-01-17,Linköping HC,Timrå IK,,,2025-26,2025,,Linköping HC - Timrå IK
2026-01-17,Rögle BK,IF Malmö Redhawks,,,2025-26,2025,,Rögle BK - IF Malmö Redhawks
2026-01-17,Växjö Lakers HC,HV 71,,,2025-26,2025,,Växjö Lakers HC - HV 71
2026-01-22,Brynäs IF,Djurgårdens IF,,,2025-26,2025,,Brynäs IF - Djurgårdens IF
2026-01-22,Färjestad BK,Luleå HF,,,2025-26,2025,,Färjestad BK - Luleå HF
2026-01-22,Frölunda HC,Skellefteå AIK,,,2025-26,2025,,Frölunda HC - Skellefteå AIK
2026-01-22,HV 71,Linköping HC,,,2025-26,2025,,HV 71 - Linköping HC
2026-01-22,Leksands IF,Rögle BK,,,2025-26,2025,,Leksands IF - Rögle BK
2026-01-22,Örebro HK,Växjö Lakers HC,,,2025-26,2025,,Örebro HK - Växjö Lakers HC
2026-01-22,Timrå IK,IF Malmö Redhawks,,,2025-26,2025,,Timrå IK - IF Malmö Redhawks
2026-01-24,Frölunda HC,Örebro HK,,,2025-26,2025,,Frölunda HC - Örebro HK
2026-01-24,Leksands IF,Växjö Lakers HC,,,2025-26,2025,,Leksands IF - Växjö Lakers HC
2026-01-24,Rögle BK,Skellefteå AIK,,,2025-26,2025,,Rögle BK - Skellefteå AIK
2026-01-24,Timrå IK,Färjestad BK,,,2025-26,2025,,Timrå IK - Färjestad BK
2026-01-24,HV 71,Brynäs IF,,,2025-26,2025,,HV 71 - Brynäs IF
2026-01-24,Linköping HC,Luleå HF,,,2025-26,2025,,Linköping HC - Luleå HF
2026-01-24,Djurgårdens IF,IF Malmö Redhawks,,,2025-26,2025,,Djurgårdens IF - IF Malmö Redhawks
2026-01-29,Färjestad BK,Frölunda HC,,,2025-26,2025,,Färjestad BK - Frölunda HC
2026-01-29,Luleå HF,IF Malmö Redhawks,,,2025-26,2025,,Luleå HF - IF Malmö Redhawks
2026-01-29,Örebro HK,HV 71,,,2025-26,2025,,Örebro HK - HV 71
2026-01-29,Rögle BK,Djurgårdens IF,,,2025-26,2025,,Rögle BK - Djurgårdens IF
2026-01-29,Skellefteå AIK,Timrå IK,,,2025-26,2025,,Skellefteå AIK - Timrå IK
2026-01-29,Växjö Lakers HC,Brynäs IF,,,2025-26,2025,,Växjö Lakers HC - Brynäs IF
2026-01-31,Brynäs IF,Skellefteå AIK,,,2025-26,2025,,Brynäs IF - Skellefteå AIK
2026-01-31,Frölunda HC,Linköping HC,,,2025-26,2025,,Frölunda HC - Linköping HC
2026-01-31,HV 71,Luleå HF,,,2025-26,2025,,HV 71 - Luleå HF
2026-01-31,Rögle BK,Timrå IK,,,2025-26,2025,,Rögle BK - Timrå IK
2026-01-31,IF Malmö Redhawks,Djurgårdens IF,,,2025-26,2025,,IF Malmö Redhawks - Djurgårdens IF
2026-01-31,Örebro HK,Färjestad BK,,,2025-26,2025,,Örebro HK - Färjestad BK
2026-01-31,Växjö Lakers HC,Leksands IF,,,2025-26,2025,,Växjö Lakers HC - Leksands IF
2026-02-05,Brynäs IF,Leksands IF,,,2025-26,2025,,Brynäs IF - Leksands IF
2026-02-05,HV 71,Skellefteå AIK,,,2025-26,2025,,HV 71 - Skellefteå AIK
2026-02-05,Luleå HF,Örebro HK,,,2025-26,2025,,Luleå HF - Örebro HK
2026-02-05,IF Malmö Redhawks,Rögle BK,,,2025-26,2025,,IF Malmö Redhawks - Rögle BK
2026-02-05,Djurgårdens IF,Färjestad BK,,,2025-26,2025,,Djurgårdens IF - Färjestad BK
2026-02-05,Timrå IK,Linköping HC,,,2025-26,2025,,Timrå IK - Linköping HC
2026-02-05,Växjö Lakers HC,Frölunda HC,,,2025-26,2025,,Växjö Lakers HC - Frölunda HC
2026-02-07,Leksands IF,Timrå IK,,,2025-26,2025,,Leksands IF - Timrå IK
2026-02-07,IF Malmö Redhawks,HV 71,,,2025-26,2025,,IF Malmö Redhawks - HV 71
2026-02-07,Djurgårdens IF,Linköping HC,,,2025-26,2025,,Djurgårdens IF - Linköping HC
2026-02-07,Brynäs IF,Färjestad BK,,,2025-26,2025,,Brynäs IF - Färjestad BK
2026-02-07,Rögle BK,Växjö Lakers HC,,,2025-26,2025,,Rögle BK - Växjö Lakers HC
2026-02-07,Skellefteå AIK,Örebro HK,,,2025-26,2025,,Skellefteå AIK - Örebro HK
2026-02-07,Luleå HF,Frölunda HC,,,2025-26,2025,,Luleå HF - Frölunda HC
2026-02-10,Frölunda HC,Växjö Lakers HC,,,2025-26,2025,,Frölunda HC - Växjö Lakers HC
2026-02-19,Brynäs IF,Djurgårdens IF,,,2025-26,2025,,Brynäs IF - Djurgårdens IF
2026-02-19,Linköping HC,Färjestad BK,,,2025-26,2025,,Linköping HC - Färjestad BK
2026-02-19,Örebro HK,Frölunda HC,,,2025-26,2025,,Örebro HK - Frölunda HC
2026-02-19,Rögle BK,HV 71,,,2025-26,2025,,Rögle BK - HV 71
2026-02-19,Skellefteå AIK,Leksands IF,,,2025-26,2025,,Skellefteå AIK - Leksands IF
2026-02-19,Timrå IK,IF Malmö Redhawks,,,2025-26,2025,,Timrå IK - IF Malmö Redhawks
2026-02-19,Växjö Lakers HC,Luleå HF,,,2025-26,2025,,Växjö Lakers HC - Luleå HF
2026-02-21,HV 71,Frölunda HC,,,2025-26,2025,,HV 71 - Frölunda HC
2026-02-21,Linköping HC,Rögle BK,,,2025-26,2025,,Linköping HC - Rögle BK
2026-02-21,Luleå HF,Brynäs IF,,,2025-26,2025,,Luleå HF - Brynäs IF
2026-02-21,Växjö Lakers HC,IF Malmö Redhawks,,,2025-26,2025,,Växjö Lakers HC - IF Malmö Redhawks
2026-02-21,Leksands IF,Örebro HK,,,2025-26,2025,,Leksands IF - Örebro HK
2026-02-21,Skellefteå AIK,Färjestad BK,,,2025-26,2025,,Skellefteå AIK - Färjestad BK
2026-02-21,Timrå IK,Djurgårdens IF,,,2025-26,2025,,Timrå IK - Djurgårdens IF
2026-02-24,Linköping HC,Leksands IF,,,2025-26,2025,,Linköping HC - Leksands IF
2026-02-26,Brynäs IF,Rögle BK,,,2025-26,2025,,Brynäs IF - Rögle BK
2026-02-26,Färjestad BK,Leksands IF,,,2025-26,2025,,Färjestad BK - Leksands IF
2026-02-26,Frölunda HC,Skellefteå AIK,,,2025-26,2025,,Frölunda HC - Skellefteå AIK
2026-02-26,Luleå HF,Timrå IK,,,2025-26,2025,,Luleå HF - Timrå IK
2026-02-26,IF Malmö Redhawks,Örebro HK,,,2025-26,2025,,IF Malmö Redhawks - Örebro HK
2026-02-26,Djurgårdens IF,HV 71,,,2025-26,2025,,Djurgårdens IF - HV 71
2026-02-26,Växjö Lakers HC,Linköping HC,,,2025-26,2025,,Växjö Lakers HC - Linköping HC
2026-02-28,Brynäs IF,Frölunda HC,,,2025-26,2025,,Brynäs IF - Frölunda HC
2026-02-28,Färjestad BK,Växjö Lakers HC,,,2025-26,2025,,Färjestad BK - Växjö Lakers HC
2026-02-28,Linköping HC,IF Malmö Redhawks,,,2025-26,2025,,Linköping HC - IF Malmö Redhawks
2026-02-28,Djurgårdens IF,Leksands IF,,,2025-26,2025,,Djurgårdens IF - Leksands IF
2026-02-28,Timrå IK,HV 71,,,2025-26,2025,,Timrå IK - HV 71
2026-02-28,Luleå HF,Skellefteå AIK,,,2025-26,2025,,Luleå HF - Skellefteå AIK
2026-02-28,Rögle BK,Örebro HK,,,2025-26,2025,,Rögle BK - Örebro HK
2026-03-05,Frölunda HC,Rögle BK,,,2025-26,2025,,Frölunda HC - Rögle BK
2026-03-05,HV 71,Linköping HC,,,2025-26,2025,,HV 71 - Linköping HC
2026-03-05,Leksands IF,Luleå HF,,,2025-26,2025,,Leksands IF - Luleå HF
2026-03-05,IF Malmö Redhawks,Färjestad BK,,,2025-26,2025,,IF Malmö Redhawks - Färjestad BK
2026-03-05,Örebro HK,Djurgårdens IF,,,2025-26,2025,,Örebro HK - Djurgårdens IF
2026-03-05,Timrå IK,Brynäs IF,,,2025-26,2025,,Timrå IK - Brynäs IF
2026-03-05,Växjö Lakers HC,Skellefteå AIK,,,2025-26,2025,,Växjö Lakers HC - Skellefteå AIK
2026-03-07,Leksands IF,HV 71,,,2025-26,2025,,Leksands IF - HV 71
2026-03-07,Linköping HC,Brynäs IF,,,2025-26,2025,,Linköping HC - Brynäs IF
2026-03-07,IF Malmö Redhawks,Skellefteå AIK,,,2025-26,2025,,IF Malmö Redhawks - Skellefteå AIK
2026-03-07,Rögle BK,Färjestad BK,,,2025-26,2025,,Rögle BK - Färjestad BK
2026-03-07,Frölunda HC,Timrå IK,,,2025-26,2025,,Frölunda HC - Timrå IK
2026-03-07,Djurgårdens IF,Luleå HF,,,2025-26,2025,,Djurgårdens IF - Luleå HF
2026-03-07,Växjö Lakers HC,Örebro HK,,,2025-26,2025,,Växjö Lakers HC - Örebro HK
2026-03-10,Brynäs IF,IF Malmö Redhawks,,,2025-26,2025,,Brynäs IF - IF Malmö Redhawks
2026-03-10,Färjestad BK,HV 71,,,2025-26,2025,,Färjestad BK - HV 71
2026-03-10,Leksands IF,Frölunda HC,,,2025-26,2025,,Leksands IF - Frölunda HC
2026-03-10,Linköping HC,Luleå HF,,,2025-26,2025,,Linköping HC - Luleå HF
2026-03-10,Örebro HK,Timrå IK,,,2025-26,2025,,Örebro HK - Timrå IK
2026-03-10,Skellefteå AIK,Rögle BK,,,2025-26,2025,,Skellefteå AIK - Rögle BK
2026-03-10,Djurgårdens IF,Växjö Lakers HC,,,2025-26,2025,,Djurgårdens IF - Växjö Lakers HC
2026-03-12,Färjestad BK,Timrå IK,,,2025-26,2025,,Färjestad BK - Timrå IK
2026-03-12,Frölunda HC,Djurgårdens IF,,,2025-26,2025,,Frölunda HC - Djurgårdens IF
2026-03-12,HV 71,Växjö Lakers HC,,,2025-26,2025,,HV 71 - Växjö Lakers HC
2026-03-12,Luleå HF,Rögle BK,,,2025-26,2025,,Luleå HF - Rögle BK
2026-03-12,IF Malmö Redhawks,Leksands IF,,,2025-26,2025,,IF Malmö Redhawks - Leksands IF
2026-03-12,Örebro HK,Brynäs IF,,,2025-26,2025,,Örebro HK - Brynäs IF
2026-03-12,Skellefteå AIK,Linköping HC,,,2025-26,2025,,Skellefteå AIK - Linköping HC
2026-03-14,Brynäs IF,HV 71,,,2025-26,2025,,Brynäs IF - HV 71
2026-03-14,Frölunda HC,IF Malmö Redhawks,,,2025-26,2025,,Frölunda HC - IF Malmö Redhawks
2026-03-14,Linköping HC,Örebro HK,,,2025-26,2025,,Linköping HC - Örebro HK
2026-03-14,Luleå HF,Färjestad BK,,,2025-26,2025,,Luleå HF - Färjestad BK
2026-03-14,Djurgårdens IF,Skellefteå AIK,,,2025-26,2025,,Djurgårdens IF - Skellefteå AIK
2026-03-14,Rögle BK,Leksands IF,,,2025-26,2025,,Rögle BK - Leksands IF
2026-03-14,Timrå IK,Växjö Lakers HC,,,2025-26,2025,,Timrå IK - Växjö Lakers HC
2024-09-21,Linköping HC,Brynäs IF,3,2,2024-25,2024,"(1-1, 2-0, 0-1)",Linköping HC - Brynäs IF
2024-09-21,Frölunda HC,Leksands IF,5,1,2024-25,2024,"(1-0, 3-1, 1-0)",Frölunda HC - Leksands IF
2024-09-21,Växjö Lakers HC,HV 71,4,3,2024-25,2024,"(1-0, 2-1, 1-2)",Växjö Lakers HC - HV 71
2024-09-21,IF Malmö Redhawks,Skellefteå AIK,4,1,2024-25,2024,"(0-1, 1-0, 3-0)",IF Malmö Redhawks - Skellefteå AIK
2024-09-21,Luleå HF,Timrå IK,2,0,2024-25,2024,"(1-0, 1-0, 0-0)",Luleå HF - Timrå IK
2024-09-21,Färjestad BK,Rögle BK,4,3,2024-25,2024,"(0-0, 1-2, 2-1, 0-0, 1-0)",Färjestad BK - Rögle BK
2024-09-21,Örebro HK,MoDo Hockey,5,0,2024-25,2024,"(3-0, 1-0, 1-0)",Örebro HK - MoDo Hockey
2024-09-24,Luleå HF,Leksands IF,5,1,2024-25,2024,"(1-0, 3-1, 1-0)",Luleå HF - Leksands IF
2024-09-24,Timrå IK,Örebro HK,4,3,2024-25,2024,"(0-1, 2-0, 1-2, 1-0)",Timrå IK - Örebro HK
2024-09-24,HV 71,Skellefteå AIK,1,3,2024-25,2024,"(0-0, 0-2, 1-1)",HV 71 - Skellefteå AIK
2024-09-24,Växjö Lakers HC,Färjestad BK,2,5,2024-25,2024,"(0-1, 1-3, 1-1)",Växjö Lakers HC - Färjestad BK
2024-09-24,Rögle BK,Frölunda HC,4,3,2024-25,2024,"(1-1, 2-1, 1-1)",Rögle BK - Frölunda HC
2024-09-26,Skellefteå AIK,Växjö Lakers HC,4,0,2024-25,2024,"(2-0, 0-0, 2-0)",Skellefteå AIK - Växjö Lakers HC
2024-09-26,MoDo Hockey,IF Malmö Redhawks,5,1,2024-25,2024,"(3-0, 2-0, 0-1)",MoDo Hockey - IF Malmö Redhawks
2024-09-26,Leksands IF,Rögle BK,4,1,2024-25,2024,"(3-0, 0-0, 1-1)",Leksands IF - Rögle BK
2024-09-26,Färjestad BK,Timrå IK,4,1,2024-25,2024,"(3-1, 1-0, 0-0)",Färjestad BK - Timrå IK
2024-09-26,Örebro HK,Brynäs IF,0,3,2024-25,2024,"(0-0, 0-1, 0-2)",Örebro HK - Brynäs IF
2024-09-26,Linköping HC,Luleå HF,2,4,2024-25,2024,"(0-1, 1-2, 1-1)",Linköping HC - Luleå HF
2024-09-26,Frölunda HC,HV 71,3,1,2024-25,2024,"(1-1, 0-0, 2-0)",Frölunda HC - HV 71
2024-09-28,Timrå IK,Rögle BK,4,0,2024-25,2024,"(1-0, 2-0, 1-0)",Timrå IK - Rögle BK
2024-09-28,Örebro HK,Skellefteå AIK,2,4,2024-25,2024,"(0-1, 0-0, 2-3)",Örebro HK - Skellefteå AIK
2024-09-28,Brynäs IF,Frölunda HC,5,3,2024-25,2024,"(0-1, 2-1, 3-1)",Brynäs IF - Frölunda HC
2024-09-28,Luleå HF,Färjestad BK,4,6,2024-25,2024,"(1-1, 1-2, 2-3)",Luleå HF - Färjestad BK
2024-09-28,MoDo Hockey,Leksands IF,5,4,2024-25,2024,"(3-0, 1-2, 0-2, 1-0)",MoDo Hockey - Leksands IF
2024-09-28,Linköping HC,HV 71,2,1,2024-25,2024,"(2-0, 0-1, 0-0)",Linköping HC - HV 71
2024-09-28,IF Malmö Redhawks,Växjö Lakers HC,0,3,2024-25,2024,"(0-0, 0-1, 0-2)",IF Malmö Redhawks - Växjö Lakers HC
2024-10-01,Luleå HF,Skellefteå AIK,2,5,2024-25,2024,"(2-1, 0-2, 0-2)",Luleå HF - Skellefteå AIK
2024-10-01,Leksands IF,Timrå IK,1,2,2024-25,2024,"(1-1, 0-1, 0-0)",Leksands IF - Timrå IK
2024-10-01,Färjestad BK,Brynäs IF,2,1,2024-25,2024,"(0-0, 1-1, 0-0, 0-0, 1-0)",Färjestad BK - Brynäs IF
2024-10-01,Frölunda HC,Örebro HK,1,4,2024-25,2024,"(0-1, 1-3, 0-0)",Frölunda HC - Örebro HK
2024-10-01,HV 71,MoDo Hockey,2,0,2024-25,2024,"(1-0, 1-0, 0-0)",HV 71 - MoDo Hockey
2024-10-01,Växjö Lakers HC,Linköping HC,3,2,2024-25,2024,"(1-1, 1-1, 0-0, 1-0)",Växjö Lakers HC - Linköping HC
2024-10-01,Rögle BK,IF Malmö Redhawks,3,4,2024-25,2024,"(0-1, 2-1, 1-1, 0-0, 0-1)",Rögle BK - IF Malmö Redhawks
2024-10-03,Skellefteå AIK,Leksands IF,6,3,2024-25,2024,"(3-1, 1-1, 2-1)",Skellefteå AIK - Leksands IF
2024-10-03,MoDo Hockey,Frölunda HC,1,2,2024-25,2024,"(0-1, 0-0, 1-1)",MoDo Hockey - Frölunda HC
2024-10-03,Timrå IK,Växjö Lakers HC,4,0,2024-25,2024,"(2-0, 1-0, 1-0)",Timrå IK - Växjö Lakers HC
2024-10-03,Örebro HK,HV 71,5,3,2024-25,2024,"(0-0, 2-3, 3-0)",Örebro HK - HV 71
2024-10-03,Linköping HC,Färjestad BK,2,6,2024-25,2024,"(0-2, 1-1, 1-3)",Linköping HC - Färjestad BK
2024-10-03,Brynäs IF,Rögle BK,2,1,2024-25,2024,"(1-0, 0-1, 1-0)",Brynäs IF - Rögle BK
2024-10-03,IF Malmö Redhawks,Luleå HF,3,2,2024-25,2024,"(0-1, 1-0, 1-1, 1-0)",IF Malmö Redhawks - Luleå HF
2024-10-05,Skellefteå AIK,Linköping HC,1,4,2024-25,2024,"(1-1, 0-1, 0-2)",Skellefteå AIK - Linköping HC
2024-10-05,HV 71,Färjestad BK,6,3,2024-25,2024,"(3-0, 1-1, 2-2)",HV 71 - Färjestad BK
2024-10-05,Växjö Lakers HC,Brynäs IF,3,0,2024-25,2024,"(0-0, 2-0, 1-0)",Växjö Lakers HC - Brynäs IF
2024-10-05,Timrå IK,MoDo Hockey,6,0,2024-25,2024,"(1-0, 2-0, 3-0)",Timrå IK - MoDo Hockey
2024-10-05,Leksands IF,Örebro HK,1,2,2024-25,2024,"(0-0, 0-0, 1-1, 0-1)",Leksands IF - Örebro HK
2024-10-05,Frölunda HC,IF Malmö Redhawks,2,1,2024-25,2024,"(1-0, 0-1, 0-0, 1-0)",Frölunda HC - IF Malmö Redhawks
2024-10-05,Rögle BK,Luleå HF,1,3,2024-25,2024,"(0-1, 1-1, 0-1)",Rögle BK - Luleå HF
2024-10-07,IF Malmö Redhawks,Linköping HC,3,2,2024-25,2024,"(0-0, 2-1, 1-1)",IF Malmö Redhawks - Linköping HC
2024-10-10,Luleå HF,Örebro HK,3,1,2024-25,2024,"(1-0, 1-0, 1-1)",Luleå HF - Örebro HK
2024-10-10,MoDo Hockey,Växjö Lakers HC,1,3,2024-25,2024,"(1-1, 0-1, 0-1)",MoDo Hockey - Växjö Lakers HC
2024-10-10,Färjestad BK,Frölunda HC,4,5,2024-25,2024,"(0-2, 1-0, 3-2, 0-1)",Färjestad BK - Frölunda HC
2024-10-10,Linköping HC,Timrå IK,5,2,2024-25,2024,"(1-0, 3-2, 1-0)",Linköping HC - Timrå IK
2024-10-10,Brynäs IF,Leksands IF,2,3,2024-25,2024,"(1-0, 1-2, 0-1)",Brynäs IF - Leksands IF
2024-10-10,Rögle BK,Skellefteå AIK,1,3,2024-25,2024,"(1-1, 0-2, 0-0)",Rögle BK - Skellefteå AIK
2024-10-10,IF Malmö Redhawks,HV 71,4,2,2024-25,2024,"(3-0, 0-2, 1-0)",IF Malmö Redhawks - HV 71
2024-10-12,Frölunda HC,Linköping HC,2,1,2024-25,2024,"(0-1, 1-0, 0-0, 1-0)",Frölunda HC - Linköping HC
2024-10-12,HV 71,Rögle BK,3,4,2024-25,2024,"(0-1, 1-1, 2-1, 0-1)",HV 71 - Rögle BK
2024-10-12,Brynäs IF,IF Malmö Redhawks,2,1,2024-25,2024,"(0-0, 1-1, 0-0, 1-0)",Brynäs IF - IF Malmö Redhawks
2024-10-12,Växjö Lakers HC,Leksands IF,2,4,2024-25,2024,"(2-1, 0-1, 0-2)",Växjö Lakers HC - Leksands IF
2024-10-12,MoDo Hockey,Luleå HF,0,5,2024-25,2024,"(0-1, 0-1, 0-3)",MoDo Hockey - Luleå HF
2024-10-12,Timrå IK,Skellefteå AIK,4,2,2024-25,2024,"(1-0, 1-1, 2-1)",Timrå IK - Skellefteå AIK
2024-10-12,Örebro HK,Färjestad BK,3,2,2024-25,2024,"(0-0, 0-1, 3-1)",Örebro HK - Färjestad BK
2024-10-14,Brynäs IF,MoDo Hockey,5,2,2024-25,2024,"(1-0, 2-2, 2-0)",Brynäs IF - MoDo Hockey
2024-10-17,Luleå HF,Växjö Lakers HC,3,2,2024-25,2024,"(0-1, 2-1, 0-0, 1-0)",Luleå HF - Växjö Lakers HC
2024-10-17,Skellefteå AIK,Brynäs IF,3,4,2024-25,2024,"(0-1, 2-0, 1-2, 0-1)",Skellefteå AIK - Brynäs IF
2024-10-17,Leksands IF,HV 71,2,5,2024-25,2024,"(0-0, 1-2, 1-3)",Leksands IF - HV 71
2024-10-17,Färjestad BK,IF Malmö Redhawks,8,3,2024-25,2024,"(1-1, 4-1, 3-1)",Färjestad BK - IF Malmö Redhawks
2024-10-17,Linköping HC,MoDo Hockey,6,5,2024-25,2024,"(1-2, 3-3, 1-0, 1-0)",Linköping HC - MoDo Hockey
2024-10-17,Frölunda HC,Timrå IK,2,1,2024-25,2024,"(0-0, 1-1, 1-0)",Frölunda HC - Timrå IK
2024-10-17,Rögle BK,Örebro HK,2,1,2024-25,2024,"(0-1, 0-0, 1-0, 0-0, 1-0)",Rögle BK - Örebro HK
2024-10-19,Luleå HF,Brynäs IF,0,3,2024-25,2024,"(0-1, 0-2, 0-0)",Luleå HF - Brynäs IF
2024-10-19,HV 71,Timrå IK,2,3,2024-25,2024,"(1-1, 0-1, 1-1)",HV 71 - Timrå IK
2024-10-19,Rögle BK,Linköping HC,4,1,2024-25,2024,"(2-0, 1-0, 1-1)",Rögle BK - Linköping HC
2024-10-19,IF Malmö Redhawks,Örebro HK,1,2,2024-25,2024,"(0-0, 0-0, 1-1, 0-1)",IF Malmö Redhawks - Örebro HK
2024-10-19,MoDo Hockey,Skellefteå AIK,4,3,2024-25,2024,"(1-1, 2-0, 1-2)",MoDo Hockey - Skellefteå AIK
2024-10-19,Färjestad BK,Leksands IF,1,3,2024-25,2024,"(0-1, 1-1, 0-1)",Färjestad BK - Leksands IF
2024-10-19,Växjö Lakers HC,Frölunda HC,1,0,2024-25,2024,"(0-0, 1-0, 0-0)",Växjö Lakers HC - Frölunda HC
2024-10-22,Linköping HC,Skellefteå AIK,3,4,2024-25,2024,"(0-0, 1-2, 2-1, 0-0, 0-1)",Linköping HC - Skellefteå AIK
2024-10-24,Skellefteå AIK,Färjestad BK,6,4,2024-25,2024,"(0-1, 1-1, 5-2)",Skellefteå AIK - Färjestad BK
2024-10-24,MoDo Hockey,Rögle BK,1,2,2024-25,2024,"(0-0, 0-1, 1-1)",MoDo Hockey - Rögle BK
2024-10-24,Timrå IK,IF Malmö Redhawks,4,5,2024-25,2024,"(2-1, 1-2, 1-1, 0-0, 0-1)",Timrå IK - IF Malmö Redhawks
2024-10-24,Leksands IF,Linköping HC,3,1,2024-25,2024,"(0-1, 1-0, 2-0)",Leksands IF - Linköping HC
2024-10-24,Örebro HK,Växjö Lakers HC,2,1,2024-25,2024,"(0-0, 1-1, 0-0, 0-0, 1-0)",Örebro HK - Växjö Lakers HC
2024-10-24,Frölunda HC,Luleå HF,5,2,2024-25,2024,"(2-0, 1-0, 2-2)",Frölunda HC - Luleå HF
2024-10-24,Brynäs IF,HV 71,4,3,2024-25,2024,"(1-2, 0-1, 2-0, 1-0)",Brynäs IF - HV 71
2024-10-26,Skellefteå AIK,Frölunda HC,0,4,2024-25,2024,"(0-0, 0-2, 0-2)",Skellefteå AIK - Frölunda HC
2024-10-26,Leksands IF,IF Malmö Redhawks,2,0,2024-25,2024,"(1-0, 1-0, 0-0)",Leksands IF - IF Malmö Redhawks
2024-10-26,Färjestad BK,MoDo Hockey,2,1,2024-25,2024,"(0-0, 2-1, 0-0)",Färjestad BK - MoDo Hockey
2024-10-26,Linköping HC,Örebro HK,0,2,2024-25,2024,"(0-1, 0-0, 0-1)",Linköping HC - Örebro HK
2024-10-26,HV 71,Luleå HF,2,3,2024-25,2024,"(0-1, 1-0, 1-1, 0-0, 0-1)",HV 71 - Luleå HF
2024-10-26,Brynäs IF,Timrå IK,3,1,2024-25,2024,"(1-1, 0-0, 2-0)",Brynäs IF - Timrå IK
2024-10-26,Rögle BK,Växjö Lakers HC,5,2,2024-25,2024,"(3-2, 1-0, 1-0)",Rögle BK - Växjö Lakers HC
2024-10-29,MoDo Hockey,Linköping HC,3,4,2024-25,2024,"(2-0, 1-3, 0-0, 0-1)",MoDo Hockey - Linköping HC
2024-10-29,Timrå IK,Färjestad BK,2,5,2024-25,2024,"(1-1, 1-2, 0-2)",Timrå IK - Färjestad BK
