Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,SeasonStart,ScoreDetail,Match
2025-02-13,Rögle BK,Timrå IK,1,4,2024-25,2024,"(0-1, 0-0, 1-3)",Rögle BK - Timrå IK
2025-02-15,Skellefteå AIK,HV 71,1,2,2024-25,2024,"(0-0, 0-0, 1-1, 0-1)",Skellefteå AIK - HV 71
2025-02-15,MoDo Hockey,Leksands IF,3,4,2024-25,2024,"(1-2, 2-0, 0-2)",MoDo Hockey - Leksands IF
2025-02-15,Brynäs IF,Linköping HC,2,4,2024-25,2024,"(0-2, 0-0, 2-2)",Brynäs IF - Linköping HC
2025-02-15,IF Malmö Redhawks,Timrå IK,3,1,2024-25,2024,"(1-0, 2-1, 0-0)",IF Malmö Redhawks - Timrå IK
2025-02-15,Örebro HK,Frölunda HC,2,5,2024-25,2024,"(1-1, 1-2, 0-2)",Örebro HK - Frölunda HC
2025-02-15,Växjö Lakers HC,Luleå HF,1,3,2024-25,2024,"(0-1, 1-1, 0-1)",Växjö Lakers HC - Luleå HF
2025-02-15,Rögle BK,Färjestad BK,4,1,2024-25,2024,"(2-1, 0-0, 2-0)",Rögle BK - Färjestad BK
2025-02-20,Luleå HF,Rögle BK,4,3,2024-25,2024,"(3-1, 0-1, 0-1, 0-0, 1-0)",Luleå HF - Rögle BK
2025-02-20,Timrå IK,Brynäs IF,6,1,2024-25,2024,"(2-1, 1-0, 3-0)",Timrå IK - Brynäs IF
2025-02-20,Leksands IF,MoDo Hockey,3,2,2024-25,2024,"(0-0, 2-2, 1-0)",Leksands IF - MoDo Hockey
2025-02-20,Färjestad BK,Skellefteå AIK,2,5,2024-25,2024,"(1-2, 1-1, 0-2)",Färjestad BK - Skellefteå AIK
2025-02-20,Örebro HK,Linköping HC,2,1,2024-25,2024,"(0-1, 2-0, 0-0)",Örebro HK - Linköping HC
2025-02-20,HV 71,Frölunda HC,1,2,2024-25,2024,"(0-0, 1-1, 0-1)",HV 71 - Frölunda HC
2025-02-20,Växjö Lakers HC,IF Malmö Redhawks,6,2,2024-25,2024,"(2-1, 3-0, 1-1)",Växjö Lakers HC - IF Malmö Redhawks
2025-02-22,Luleå HF,IF Malmö Redhawks,3,1,2024-25,2024,"(0-0, 0-0, 3-1)",Luleå HF - IF Malmö Redhawks
2025-02-22,MoDo Hockey,Brynäs IF,1,4,2024-25,2024,"(0-1, 1-1, 0-2)",MoDo Hockey - Brynäs IF
2025-02-22,Linköping HC,Frölunda HC,2,3,2024-25,2024,"(0-0, 1-2, 1-1)",Linköping HC - Frölunda HC
2025-02-22,Skellefteå AIK,Rögle BK,0,2,2024-25,2024,"(0-0, 0-1, 0-1)",Skellefteå AIK - Rögle BK
2025-02-22,Timrå IK,Leksands IF,4,1,2024-25,2024,"(2-0, 1-1, 1-0)",Timrå IK - Leksands IF
2025-02-22,Färjestad BK,Örebro HK,4,1,2024-25,2024,"(1-1, 1-0, 2-0)",Färjestad BK - Örebro HK
2025-02-22,HV 71,Växjö Lakers HC,3,2,2024-25,2024,"(1-1, 2-0, 0-1)",HV 71 - Växjö Lakers HC
2025-02-25,Luleå HF,Skellefteå AIK,1,3,2024-25,2024,"(0-0, 1-0, 0-3)",Luleå HF - Skellefteå AIK
2025-02-25,MoDo Hockey,Örebro HK,1,3,2024-25,2024,"(0-1, 1-2, 0-0)",MoDo Hockey - Örebro HK
2025-02-25,Timrå IK,Frölunda HC,5,2,2024-25,2024,"(3-1, 1-1, 1-0)",Timrå IK - Frölunda HC
2025-02-25,Linköping HC,Växjö Lakers HC,2,3,2024-25,2024,"(1-1, 0-0, 1-1, 0-1)",Linköping HC - Växjö Lakers HC
2025-02-25,Brynäs IF,Leksands IF,0,1,2024-25,2024,"(0-1, 0-0, 0-0)",Brynäs IF - Leksands IF
2025-02-25,Rögle BK,HV 71,4,1,2024-25,2024,"(2-0, 0-0, 2-1)",Rögle BK - HV 71
2025-02-25,IF Malmö Redhawks,Färjestad BK,3,5,2024-25,2024,"(0-3, 1-1, 2-1)",IF Malmö Redhawks - Färjestad BK
2025-02-27,Luleå HF,HV 71,4,2,2024-25,2024,"(1-1, 1-0, 2-1)",Luleå HF - HV 71
2025-02-27,Leksands IF,Skellefteå AIK,2,0,2024-25,2024,"(1-0, 0-0, 1-0)",Leksands IF - Skellefteå AIK
2025-02-27,Färjestad BK,Linköping HC,1,2,2024-25,2024,"(0-1, 1-0, 0-0, 0-1)",Färjestad BK - Linköping HC
2025-02-27,Örebro HK,Timrå IK,4,2,2024-25,2024,"(2-0, 0-0, 2-2)",Örebro HK - Timrå IK
2025-02-27,Frölunda HC,Brynäs IF,0,2,2024-25,2024,"(0-1, 0-0, 0-1)",Frölunda HC - Brynäs IF
2025-02-27,Växjö Lakers HC,Rögle BK,3,5,2024-25,2024,"(0-1, 2-0, 1-4)",Växjö Lakers HC - Rögle BK
2025-02-27,IF Malmö Redhawks,MoDo Hockey,0,3,2024-25,2024,"(0-2, 0-1, 0-0)",IF Malmö Redhawks - MoDo Hockey
2025-03-01,Timrå IK,Färjestad BK,2,4,2024-25,2024,"(1-0, 1-2, 0-2)",Timrå IK - Färjestad BK
2025-03-01,Brynäs IF,HV 71,6,3,2024-25,2024,"(3-1, 1-1, 2-1)",Brynäs IF - HV 71
2025-03-01,Rögle BK,MoDo Hockey,3,2,2024-25,2024,"(2-1, 0-0, 0-1, 0-0, 1-0)",Rögle BK - MoDo Hockey
2025-03-01,IF Malmö Redhawks,Frölunda HC,0,3,2024-25,2024,"(0-0, 0-1, 0-2)",IF Malmö Redhawks - Frölunda HC
2025-03-01,Leksands IF,Luleå HF,1,3,2024-25,2024,"(1-0, 0-0, 0-3)",Leksands IF - Luleå HF
2025-03-01,Linköping HC,Skellefteå AIK,2,5,2024-25,2024,"(1-1, 1-3, 0-1)",Linköping HC - Skellefteå AIK
2025-03-01,Växjö Lakers HC,Örebro HK,2,1,2024-25,2024,"(1-0, 0-0, 0-1, 1-0)",Växjö Lakers HC - Örebro HK
2025-03-04,Skellefteå AIK,Timrå IK,2,1,2024-25,2024,"(1-1, 0-0, 0-0, 0-0, 1-0)",Skellefteå AIK - Timrå IK
2025-03-04,MoDo Hockey,HV 71,1,3,2024-25,2024,"(1-1, 0-1, 0-1)",MoDo Hockey - HV 71
2025-03-04,Färjestad BK,Luleå HF,1,4,2024-25,2024,"(0-1, 1-0, 0-3)",Färjestad BK - Luleå HF
2025-03-04,Örebro HK,Leksands IF,4,3,2024-25,2024,"(0-1, 1-1, 3-1)",Örebro HK - Leksands IF
2025-03-04,Linköping HC,IF Malmö Redhawks,3,0,2024-25,2024,"(2-0, 1-0, 0-0)",Linköping HC - IF Malmö Redhawks
2025-03-04,Frölunda HC,Rögle BK,0,3,2024-25,2024,"(0-0, 0-2, 0-1)",Frölunda HC - Rögle BK
2025-03-04,Brynäs IF,Växjö Lakers HC,2,7,2024-25,2024,"(0-3, 0-1, 2-3)",Brynäs IF - Växjö Lakers HC
2025-03-06,Luleå HF,MoDo Hockey,2,3,2024-25,2024,"(1-1, 1-0, 0-2)",Luleå HF - MoDo Hockey
2025-03-06,Timrå IK,Linköping HC,0,2,2024-25,2024,"(0-1, 0-0, 0-1)",Timrå IK - Linköping HC
2025-03-06,Frölunda HC,Färjestad BK,5,4,2024-25,2024,"(2-1, 1-2, 1-1, 0-0, 1-0)",Frölunda HC - Färjestad BK
2025-03-06,HV 71,Örebro HK,2,3,2024-25,2024,"(0-2, 0-1, 2-0)",HV 71 - Örebro HK
2025-03-06,Växjö Lakers HC,Skellefteå AIK,0,3,2024-25,2024,"(0-0, 0-2, 0-1)",Växjö Lakers HC - Skellefteå AIK
2025-03-06,Rögle BK,Brynäs IF,2,1,2024-25,2024,"(1-0, 1-1, 0-0)",Rögle BK - Brynäs IF
2025-03-06,IF Malmö Redhawks,Leksands IF,4,2,2024-25,2024,"(2-0, 1-2, 1-0)",IF Malmö Redhawks - Leksands IF
2025-03-08,Leksands IF,Växjö Lakers HC,2,5,2024-25,2024,"(0-2, 2-1, 0-2)",Leksands IF - Växjö Lakers HC
2025-03-08,Linköping HC,Rögle BK,3,2,2024-25,2024,"(1-0, 1-0, 0-2, 1-0)",Linköping HC - Rögle BK
2025-03-08,Brynäs IF,Skellefteå AIK,1,2,2024-25,2024,"(0-0, 0-1, 1-1)",Brynäs IF - Skellefteå AIK
2025-03-08,Luleå HF,Frölunda HC,2,3,2024-25,2024,"(0-0, 1-1, 1-1, 0-0, 0-1)",Luleå HF - Frölunda HC
2025-03-08,MoDo Hockey,Timrå IK,6,3,2024-25,2024,"(2-1, 1-0, 3-2)",MoDo Hockey - Timrå IK
2025-03-08,Färjestad BK,HV 71,2,3,2024-25,2024,"(1-1, 0-2, 1-0)",Färjestad BK - HV 71
2025-03-08,Örebro HK,IF Malmö Redhawks,2,4,2024-25,2024,"(1-2, 0-0, 1-2)",Örebro HK - IF Malmö Redhawks
2025-03-11,Skellefteå AIK,MoDo Hockey,6,1,2024-25,2024,"(3-1, 1-0, 2-0)",Skellefteå AIK - MoDo Hockey
2025-03-11,Leksands IF,Frölunda HC,3,6,2024-25,2024,"(1-2, 2-0, 0-4)",Leksands IF - Frölunda HC
2025-03-11,Örebro HK,Luleå HF,5,6,2024-25,2024,"(1-1, 0-2, 4-2, 0-1)",Örebro HK - Luleå HF
2025-03-11,HV 71,Linköping HC,1,4,2024-25,2024,"(1-1, 0-2, 0-1)",HV 71 - Linköping HC
2025-03-11,Brynäs IF,Färjestad BK,1,4,2024-25,2024,"(0-2, 1-1, 0-1)",Brynäs IF - Färjestad BK
2025-03-11,Växjö Lakers HC,Timrå IK,2,5,2024-25,2024,"(0-1, 2-1, 0-3)",Växjö Lakers HC - Timrå IK
2025-03-11,IF Malmö Redhawks,Rögle BK,3,2,2024-25,2024,"(0-1, 0-0, 2-1, 1-0)",IF Malmö Redhawks - Rögle BK
2023-09-14,Skellefteå AIK,MoDo Hockey,2,1,2023-24,2023,"(0-0, 1-1, 0-0, 0-0, 1-0)",Skellefteå AIK - MoDo Hockey
2023-09-14,Timrå IK,Frölunda HC,4,2,2023-24,2023,"(3-0, 0-1, 1-1)",Timrå IK - Frölunda HC
2023-09-14,Leksands IF,Örebro HK,3,5,2023-24,2023,"(2-0, 0-1, 1-4)",Leksands IF - Örebro HK
2023-09-14,Färjestad BK,Växjö Lakers HC,4,1,2023-24,2023,"(1-0, 0-1, 3-0)",Färjestad BK - Växjö Lakers HC
2023-09-14,HV 71,Linköping HC,2,3,2023-24,2023,"(1-1, 0-0, 1-1, 0-0, 0-1)",HV 71 - Linköping HC
2023-09-14,IK Oskarshamn,Luleå HF,3,2,2023-24,2023,"(0-0, 0-1, 2-1, 0-0, 1-0)",IK Oskarshamn - Luleå HF
2023-09-14,Rögle BK,IF Malmö Redhawks,3,2,2023-24,2023,"(0-0, 1-2, 2-0)",Rögle BK - IF Malmö Redhawks
2023-09-16,Linköping HC,IK Oskarshamn,4,1,2023-24,2023,"(0-0, 2-1, 2-0)",Linköping HC - IK Oskarshamn
2023-09-16,Frölunda HC,Leksands IF,5,2,2023-24,2023,"(0-1, 3-1, 2-0)",Frölunda HC - Leksands IF
2023-09-16,Luleå HF,Timrå IK,4,0,2023-24,2023,"(0-0, 1-0, 3-0)",Luleå HF - Timrå IK
2023-09-16,Färjestad BK,Skellefteå AIK,4,1,2023-24,2023,"(2-0, 1-1, 1-0)",Färjestad BK - Skellefteå AIK
2023-09-16,Örebro HK,Rögle BK,2,1,2023-24,2023,"(0-0, 0-0, 1-1, 0-0, 1-0)",Örebro HK - Rögle BK
2023-09-16,Växjö Lakers HC,IF Malmö Redhawks,5,3,2023-24,2023,"(1-2, 1-1, 3-0)",Växjö Lakers HC - IF Malmö Redhawks
2023-09-21,Luleå HF,Örebro HK,1,2,2023-24,2023,"(1-0, 0-0, 0-2)",Luleå HF - Örebro HK
2023-09-21,Skellefteå AIK,Timrå IK,4,1,2023-24,2023,"(0-1, 2-0, 2-0)",Skellefteå AIK - Timrå IK
2023-09-21,MoDo Hockey,Linköping HC,7,4,2023-24,2023,"(2-0, 2-2, 3-2)",MoDo Hockey - Linköping HC
2023-09-21,Leksands IF,Rögle BK,4,1,2023-24,2023,"(1-1, 0-0, 3-0)",Leksands IF - Rögle BK
2023-09-21,HV 71,Färjestad BK,3,6,2023-24,2023,"(2-0, 1-1, 0-5)",HV 71 - Färjestad BK
2023-09-21,IK Oskarshamn,Växjö Lakers HC,2,5,2023-24,2023,"(0-1, 0-2, 2-2)",IK Oskarshamn - Växjö Lakers HC
2023-09-21,IF Malmö Redhawks,Frölunda HC,3,2,2023-24,2023,"(1-0, 1-1, 0-1, 1-0)",IF Malmö Redhawks - Frölunda HC
2023-09-23,Skellefteå AIK,Örebro HK,1,3,2023-24,2023,"(0-1, 1-1, 0-1)",Skellefteå AIK - Örebro HK
2023-09-23,HV 71,IK Oskarshamn,6,2,2023-24,2023,"(4-0, 1-1, 1-1)",HV 71 - IK Oskarshamn
2023-09-23,IF Malmö Redhawks,Färjestad BK,3,1,2023-24,2023,"(1-0, 1-1, 1-0)",IF Malmö Redhawks - Färjestad BK
2023-09-23,Timrå IK,MoDo Hockey,4,2,2023-24,2023,"(1-1, 2-1, 1-0)",Timrå IK - MoDo Hockey
2023-09-23,Linköping HC,Leksands IF,0,3,2023-24,2023,"(0-0, 0-2, 0-1)",Linköping HC - Leksands IF
2023-09-23,Frölunda HC,Luleå HF,2,1,2023-24,2023,"(1-0, 1-1, 0-0)",Frölunda HC - Luleå HF
2023-09-23,Rögle BK,Växjö Lakers HC,3,1,2023-24,2023,"(2-0, 1-1, 0-0)",Rögle BK - Växjö Lakers HC
2023-09-26,MoDo Hockey,HV 71,6,1,2023-24,2023,"(2-0, 2-1, 2-0)",MoDo Hockey - HV 71
2023-09-26,Frölunda HC,Linköping HC,3,2,2023-24,2023,"(0-0, 2-1, 0-1, 0-0, 1-0)",Frölunda HC - Linköping HC
2023-09-28,Luleå HF,HV 71,5,2,2023-24,2023,"(2-1, 2-0, 1-1)",Luleå HF - HV 71
2023-09-28,MoDo Hockey,Rögle BK,2,1,2023-24,2023,"(1-0, 1-0, 0-1)",MoDo Hockey - Rögle BK
2023-09-28,Leksands IF,Skellefteå AIK,1,2,2023-24,2023,"(0-1, 0-0, 1-1)",Leksands IF - Skellefteå AIK
2023-09-28,Färjestad BK,Linköping HC,3,1,2023-24,2023,"(1-0, 0-0, 2-1)",Färjestad BK - Linköping HC
2023-09-28,Örebro HK,IF Malmö Redhawks,2,3,2023-24,2023,"(0-0, 1-2, 1-0, 0-0, 0-1)",Örebro HK - IF Malmö Redhawks
2023-09-28,IK Oskarshamn,Timrå IK,2,5,2023-24,2023,"(1-1, 0-2, 1-2)",IK Oskarshamn - Timrå IK
2023-09-28,Växjö Lakers HC,Frölunda HC,4,1,2023-24,2023,"(1-0, 1-0, 2-1)",Växjö Lakers HC - Frölunda HC
2023-09-30,Luleå HF,Linköping HC,4,1,2023-24,2023,"(1-1, 2-0, 1-0)",Luleå HF - Linköping HC
2023-09-30,Frölunda HC,Rögle BK,8,2,2023-24,2023,"(3-0, 2-2, 3-0)",Frölunda HC - Rögle BK
2023-09-30,Växjö Lakers HC,Timrå IK,2,3,2023-24,2023,"(0-1, 2-0, 0-1, 0-1)",Växjö Lakers HC - Timrå IK
2023-09-30,IF Malmö Redhawks,MoDo Hockey,3,4,2023-24,2023,"(0-2, 1-0, 2-1, 0-1)",IF Malmö Redhawks - MoDo Hockey
2023-09-30,Skellefteå AIK,HV 71,3,1,2023-24,2023,"(2-1, 0-0, 1-0)",Skellefteå AIK - HV 71
2023-09-30,Färjestad BK,Leksands IF,5,0,2023-24,2023,"(2-0, 1-0, 2-0)",Färjestad BK - Leksands IF
2023-09-30,Örebro HK,IK Oskarshamn,3,2,2023-24,2023,"(2-0, 1-1, 0-1)",Örebro HK - IK Oskarshamn
2023-10-03,MoDo Hockey,Leksands IF,0,4,2023-24,2023,"(0-0, 0-1, 0-3)",MoDo Hockey - Leksands IF
2023-10-05,Timrå IK,Färjestad BK,2,5,2023-24,2023,"(1-2, 0-1, 1-2)",Timrå IK - Färjestad BK
2023-10-05,Linköping HC,IF Malmö Redhawks,6,3,2023-24,2023,"(1-3, 3-0, 2-0)",Linköping HC - IF Malmö Redhawks
2023-10-05,Frölunda HC,Örebro HK,4,3,2023-24,2023,"(2-0, 0-1, 1-2, 1-0)",Frölunda HC - Örebro HK
2023-10-05,HV 71,Växjö Lakers HC,4,1,2023-24,2023,"(1-0, 1-0, 2-1)",HV 71 - Växjö Lakers HC
2023-10-05,IK Oskarshamn,Skellefteå AIK,1,2,2023-24,2023,"(0-0, 1-1, 0-1)",IK Oskarshamn - Skellefteå AIK
2023-10-05,Rögle BK,Luleå HF,1,0,2023-24,2023,"(0-0, 1-0, 0-0)",Rögle BK - Luleå HF
2023-10-07,Timrå IK,Linköping HC,2,3,2023-24,2023,"(1-0, 1-0, 0-2, 0-1)",Timrå IK - Linköping HC
2023-10-07,Leksands IF,HV 71,5,2,2023-24,2023,"(2-1, 2-1, 1-0)",Leksands IF - HV 71
2023-10-07,Rögle BK,IK Oskarshamn,5,2,2023-24,2023,"(0-1, 2-1, 3-0)",Rögle BK - IK Oskarshamn
2023-10-07,IF Malmö Redhawks,Luleå HF,1,2,2023-24,2023,"(1-0, 0-0, 0-1, 0-0, 0-1)",IF Malmö Redhawks - Luleå HF
2023-10-07,MoDo Hockey,Frölunda HC,4,3,2023-24,2023,"(0-1, 4-1, 0-1)",MoDo Hockey - Frölunda HC
2023-10-07,Örebro HK,Färjestad BK,1,2,2023-24,2023,"(0-1, 1-0, 0-1)",Örebro HK - Färjestad BK
2023-10-07,Växjö Lakers HC,Skellefteå AIK,2,0,2023-24,2023,"(0-0, 0-0, 2-0)",Växjö Lakers HC - Skellefteå AIK
2023-10-12,Luleå HF,MoDo Hockey,3,1,2023-24,2023,"(1-1, 1-0, 1-0)",Luleå HF - MoDo Hockey
2023-10-12,Skellefteå AIK,Frölunda HC,3,0,2023-24,2023,"(0-0, 2-0, 1-0)",Skellefteå AIK - Frölunda HC
2023-10-12,Färjestad BK,IK Oskarshamn,1,2,2023-24,2023,"(0-0, 1-1, 0-1)",Färjestad BK - IK Oskarshamn
2023-10-12,Örebro HK,Timrå IK,3,2,2023-24,2023,"(0-0, 0-1, 2-1, 1-0)",Örebro HK - Timrå IK
2023-10-12,Linköping HC,Växjö Lakers HC,3,2,2023-24,2023,"(1-0, 1-1, 1-1)",Linköping HC - Växjö Lakers HC
2023-10-12,HV 71,Rögle BK,4,0,2023-24,2023,"(1-0, 2-0, 1-0)",HV 71 - Rögle BK
2023-10-12,IF Malmö Redhawks,Leksands IF,3,2,2023-24,2023,"(2-0, 0-0, 1-2)",IF Malmö Redhawks - Leksands IF
2023-10-14,Skellefteå AIK,Linköping HC,3,1,2023-24,2023,"(2-0, 1-0, 0-1)",Skellefteå AIK - Linköping HC
2023-10-14,MoDo Hockey,Örebro HK,3,1,2023-24,2023,"(0-0, 1-0, 2-1)",MoDo Hockey - Örebro HK
2023-10-14,Färjestad BK,Rögle BK,4,2,2023-24,2023,"(2-0, 0-1, 2-1)",Färjestad BK - Rögle BK
2023-10-14,Frölunda HC,HV 71,6,4,2023-24,2023,"(0-4, 3-0, 3-0)",Frölunda HC - HV 71
2023-10-14,Timrå IK,Leksands IF,2,1,2023-24,2023,"(0-0, 0-0, 2-1)",Timrå IK - Leksands IF
2023-10-14,IK Oskarshamn,IF Malmö Redhawks,1,4,2023-24,2023,"(0-1, 0-1, 1-2)",IK Oskarshamn - IF Malmö Redhawks
2023-10-14,Växjö Lakers HC,Luleå HF,2,5,2023-24,2023,"(1-1, 0-3, 1-1)",Växjö Lakers HC - Luleå HF
2023-10-19,Luleå HF,Färjestad BK,2,1,2023-24,2023,"(0-0, 1-0, 0-1, 0-0, 1-0)",Luleå HF - Färjestad BK
2023-10-19,Leksands IF,IK Oskarshamn,1,2,2023-24,2023,"(0-0, 1-0, 0-1, 0-0, 0-1)",Leksands IF - IK Oskarshamn
2023-10-19,Örebro HK,HV 71,6,2,2023-24,2023,"(1-0, 1-1, 4-1)",Örebro HK - HV 71
2023-10-19,Linköping HC,Frölunda HC,3,0,2023-24,2023,"(1-0, 1-0, 1-0)",Linköping HC - Frölunda HC
2023-10-19,Växjö Lakers HC,MoDo Hockey,1,0,2023-24,2023,"(1-0, 0-0, 0-0)",Växjö Lakers HC - MoDo Hockey
2023-10-19,Rögle BK,Skellefteå AIK,3,6,2023-24,2023,"(3-0, 0-3, 0-3)",Rögle BK - Skellefteå AIK
2023-10-19,IF Malmö Redhawks,Timrå IK,3,4,2023-24,2023,"(1-1, 1-2, 1-1)",IF Malmö Redhawks - Timrå IK
2023-10-21,Örebro HK,Linköping HC,5,2,2023-24,2023,"(1-1, 0-0, 4-1)",Örebro HK - Linköping HC
2023-10-21,HV 71,IF Malmö Redhawks,0,8,2023-24,2023,"(0-0, 0-4, 0-4)",HV 71 - IF Malmö Redhawks
2023-10-21,Rögle BK,Timrå IK,2,1,2023-24,2023,"(0-0, 2-1, 0-0)",Rögle BK - Timrå IK
2023-10-21,Skellefteå AIK,Luleå HF,0,1,2023-24,2023,"(0-0, 0-0, 0-1)",Skellefteå AIK - Luleå HF
2023-10-21,Leksands IF,Växjö Lakers HC,1,2,2023-24,2023,"(0-0, 0-2, 1-0)",Leksands IF - Växjö Lakers HC
2023-10-21,Färjestad BK,Frölunda HC,1,2,2023-24,2023,"(1-0, 0-1, 0-0, 0-0, 0-1)",Färjestad BK - Frölunda HC
2023-10-21,IK Oskarshamn,MoDo Hockey,7,2,2023-24,2023,"(0-1, 3-0, 4-1)",IK Oskarshamn - MoDo Hockey
2023-10-24,Linköping HC,Rögle BK,3,2,2023-24,2023,"(1-0, 1-1, 1-1)",Linköping HC - Rögle BK
2023-10-24,IF Malmö Redhawks,HV 71,2,0,2023-24,2023,"(1-0, 0-0, 1-0)",IF Malmö Redhawks - HV 71
2023-10-24,Växjö Lakers HC,Frölunda HC,3,0,2023-24,2023,"(1-0, 0-0, 2-0)",Växjö Lakers HC - Frölunda HC
2023-10-26,Luleå HF,Leksands IF,1,4,2023-24,2023,"(0-0, 0-2, 1-2)",Luleå HF - Leksands IF
2023-10-26,Timrå IK,HV 71,3,0,2023-24,2023,"(0-0, 2-0, 1-0)",Timrå IK - HV 71
2023-10-26,MoDo Hockey,Färjestad BK,4,3,2023-24,2023,"(1-1, 1-1, 1-1, 1-0)",MoDo Hockey - Färjestad BK
2023-10-26,Frölunda HC,IK Oskarshamn,2,3,2023-24,2023,"(0-0, 2-2, 0-1)",Frölunda HC - IK Oskarshamn
2023-10-26,Växjö Lakers HC,Örebro HK,4,2,2023-24,2023,"(0-1, 2-0, 2-1)",Växjö Lakers HC - Örebro HK
2023-10-26,Skellefteå AIK,IF Malmö Redhawks,2,1,2023-24,2023,"(0-1, 2-0, 0-0)",Skellefteå AIK - IF Malmö Redhawks
2023-10-28,Örebro HK,Frölunda HC,1,3,2023-24,2023,"(1-0, 0-1, 0-2)",Örebro HK - Frölunda HC
2023-10-28,Linköping HC,Timrå IK,4,3,2023-24,2023,"(2-0, 1-0, 0-3, 1-0)",Linköping HC - Timrå IK
2023-10-28,IK Oskarshamn,HV 71,2,5,2023-24,2023,"(1-1, 1-1, 0-3)",IK Oskarshamn - HV 71
2023-10-28,Skellefteå AIK,Leksands IF,1,4,2023-24,2023,"(0-1, 1-1, 0-2)",Skellefteå AIK - Leksands IF
2023-10-28,MoDo Hockey,Luleå HF,2,5,2023-24,2023,"(1-1, 1-3, 0-1)",MoDo Hockey - Luleå HF
2023-10-28,Rögle BK,Färjestad BK,1,2,2023-24,2023,"(0-1, 1-0, 0-1)",Rögle BK - Färjestad BK
2023-10-28,IF Malmö Redhawks,Växjö Lakers HC,2,0,2023-24,2023,"(0-0, 1-0, 1-0)",IF Malmö Redhawks - Växjö Lakers HC
2023-10-31,Leksands IF,Timrå IK,4,1,2023-24,2023,"(0-1, 3-0, 1-0)",Leksands IF - Timrå IK
2023-11-02,Timrå IK,Växjö Lakers HC,3,2,2023-24,2023,"(0-1, 3-0, 0-1)",Timrå IK - Växjö Lakers HC
2023-11-02,Leksands IF,IF Malmö Redhawks,6,2,2023-24,2023,"(0-0, 4-2, 2-0)",Leksands IF - IF Malmö Redhawks
2023-11-02,Färjestad BK,Luleå HF,7,3,2023-24,2023,"(3-0, 2-0, 2-3)",Färjestad BK - Luleå HF
2023-11-02,Frölunda HC,MoDo Hockey,3,2,2023-24,2023,"(2-0, 1-1, 0-1)",Frölunda HC - MoDo Hockey
2023-11-02,HV 71,Skellefteå AIK,3,1,2023-24,2023,"(0-0, 2-1, 1-0)",HV 71 - Skellefteå AIK
2023-11-02,IK Oskarshamn,Linköping HC,4,6,2023-24,2023,"(3-1, 1-1, 0-4)",IK Oskarshamn - Linköping HC
2023-11-02,Rögle BK,Örebro HK,4,5,2023-24,2023,"(2-1, 1-1, 1-2, 0-0, 0-1)",Rögle BK - Örebro HK
2023-11-04,Frölunda HC,Färjestad BK,2,1,2023-24,2023,"(0-0, 1-1, 0-0, 1-0)",Frölunda HC - Färjestad BK
2023-11-04,IF Malmö Redhawks,Örebro HK,4,2,2023-24,2023,"(0-0, 4-1, 0-1)",IF Malmö Redhawks - Örebro HK
2023-11-04,Luleå HF,Rögle BK,3,5,2023-24,2023,"(2-1, 0-1, 1-3)",Luleå HF - Rögle BK
2023-11-04,Linköping HC,Skellefteå AIK,3,0,2023-24,2023,"(1-0, 2-0, 0-0)",Linköping HC - Skellefteå AIK
2023-11-04,HV 71,MoDo Hockey,1,2,2023-24,2023,"(1-1, 0-0, 0-0, 0-1)",HV 71 - MoDo Hockey
2023-11-04,Växjö Lakers HC,IK Oskarshamn,9,1,2023-24,2023,"(3-0, 2-1, 4-0)",Växjö Lakers HC - IK Oskarshamn
2023-11-16,Skellefteå AIK,Växjö Lakers HC,4,5,2023-24,2023,"(2-2, 1-2, 1-0, 0-0, 0-1)",Skellefteå AIK - Växjö Lakers HC
2023-11-16,Timrå IK,Luleå HF,2,5,2023-24,2023,"(1-0, 1-2, 0-3)",Timrå IK - Luleå HF
2023-11-16,MoDo Hockey,IK Oskarshamn,3,0,2023-24,2023,"(0-0, 2-0, 1-0)",MoDo Hockey - IK Oskarshamn
2023-11-16,Örebro HK,Leksands IF,1,2,2023-24,2023,"(0-1, 1-0, 0-1)",Örebro HK - Leksands IF
2023-11-16,Linköping HC,Färjestad BK,4,2,2023-24,2023,"(2-1, 1-1, 1-0)",Linköping HC - Färjestad BK
2023-11-16,Frölunda HC,IF Malmö Redhawks,3,2,2023-24,2023,"(0-0, 1-2, 2-0)",Frölunda HC - IF Malmö Redhawks
2023-11-16,Rögle BK,HV 71,5,4,2023-24,2023,"(0-2, 2-2, 2-0, 0-0, 1-0)",Rögle BK - HV 71
2023-11-18,Luleå HF,Frölunda HC,4,2,2023-24,2023,"(2-0, 1-0, 1-2)",Luleå HF - Frölunda HC
2023-11-18,IK Oskarshamn,Rögle BK,1,4,2023-24,2023,"(0-1, 0-2, 1-1)",IK Oskarshamn - Rögle BK
2023-11-18,Växjö Lakers HC,Linköping HC,4,3,2023-24,2023,"(2-0, 1-1, 0-2, 0-0, 1-0)",Växjö Lakers HC - Linköping HC
2023-11-18,Timrå IK,Skellefteå AIK,1,2,2023-24,2023,"(1-1, 0-0, 0-0, 0-0, 0-1)",Timrå IK - Skellefteå AIK
2023-11-18,IF Malmö Redhawks,MoDo Hockey,3,4,2023-24,2023,"(1-1, 1-2, 1-1)",IF Malmö Redhawks - MoDo Hockey
